Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,
CLSD,"Clearside Biomedical, Inc.",1.36,$43.55M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd,,,
CLIR,ClearSign Combustion Corporation,1.06,$28.26M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,,,
CMTA,Clementia Pharmaceuticals Inc.,14,$529.38M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta,,,
CBLI,"Cleveland BioLabs, Inc.",1.4891,$16.82M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli,,,
CLVS,"Clovis Oncology, Inc.",25.19,$1.33B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,,,
CLPS,CLPS Incorporation,15.99,$220.88M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps,,,
CMFN,CM Finance Inc,7.8,$106.19M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn,,,
CMFNL,CM Finance Inc,25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl,,,
CMSS,CM Seven Star Acquisition Corporation,10.2449,$269.68M,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmss,,,
CMSSR,CM Seven Star Acquisition Corporation,0.25,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssr,,,
CMSSU,CM Seven Star Acquisition Corporation,10.4,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssu,,,
CMSSW,CM Seven Star Acquisition Corporation,0.22,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssw,,,
CME,CME Group Inc.,178.93,$64.02B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,,,
CCNE,CNB Financial Corporation,26.77,$408.17M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne,,,
CCB,Coastal Financial Corporation,15.65,$186.13M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb,,,
COKE,"Coca-Cola Consolidated, Inc.",224.88,$2.1B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke,,,
COCP,"Cocrystal Pharma, Inc.",2.65,$79.3M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp,,,
CODA,"Coda Octopus Group, Inc.",7.2,$76.78M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda,,,
CDXS,"Codexis, Inc.",22.15,$1.2B,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs,,,
CODX,"Co-Diagnostics, Inc.",1.16,$19.54M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx,,,
CVLY,"Codorus Valley Bancorp, Inc",22.45,$201.08M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly,,,
JVA,"Coffee Holding Co., Inc.",7.15,$39.82M,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva,,,
CCOI,"Cogent Communications Holdings, Inc.",48.86,$2.27B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,,,
CGNX,Cognex Corporation,49.34,$8.5B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,,,
CTSH,Cognizant Technology Solutions Corporation,73.45,$42.38B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh,,,
CWBR,"CohBar, Inc.",3.3,$140.44M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr,,,
COHR,"Coherent, Inc.",130.26,$3.17B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr,,,
CHRS,"Coherus BioSciences, Inc.",14.29,$972.08M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs,,,
COHU,"Cohu, Inc.",17.91,$728.95M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu,,,
CLCT,"Collectors Universe, Inc.",15.05,$137.28M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,,,
COLL,"Collegium Pharmaceutical, Inc.",13.64,$453.5M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll,,,
CIGI,Colliers International Group Inc. ,67.15,$2.54B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi,,,
CLGN,"CollPlant Holdings, Ltd.",5.399,$20.57M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn,,,
CBAN,"Colony Bankcorp, Inc.",16,$135.12M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban,,,
COLB,"Columbia Banking System, Inc.",36.81,$2.7B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb,,,
CLBK,"Columbia Financial, Inc.",15.93,$1.85B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk,,,
COLM,Columbia Sportswear Company,105.15,$7.26B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,,,
CMCO,Columbus McKinnon Corporation,35.94,$839.37M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco,,,
CMCSA,Comcast Corporation,37.24,$168.55B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa,,,
CCNI,"Command Center, Inc.",3.9,$18.39M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni,,,
CBSH,"Commerce Bancshares, Inc.",61.1,$6.8B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,,,
CBSHP,"Commerce Bancshares, Inc.",26,$2.38B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,,,
CVGI,"Commercial Vehicle Group, Inc.",7.1,$219.36M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi,,,
COMM,"CommScope Holding Company, Inc.",21.94,$4.22B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,,,
JCS,"Communications Systems, Inc.",2.7,$24.73M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs,,,
ESXB,Community Bankers Trust Corporation.,7.92,$175.29M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb,,,
CFBI,"Community First Bancshares, Inc.",10.26,$76.76M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi,,,
CTBI,"Community Trust Bancorp, Inc.",42.04,$745.48M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi,,,
CWBC,Community West Bancshares,10.3,$85.28M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc,,,
CVLT,"Commvault Systems, Inc.",67.67,$3.11B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,,,
CGEN,Compugen Ltd.,3.68,$210.49M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,,,
CPSI,"Computer Programs and Systems, Inc.",27.8,$391.59M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi,,,
CTG,"Computer Task Group, Incorporated",4.3,$61.41M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,,,
SCOR,"comScore, Inc.",22,$1.3B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor,,,
CHCI,"Comstock Holding Companies, Inc.",2.04,$7.83M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci,,,
CMTL,Comtech Telecommunications Corp.,26.39,$630.88M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl,,,
CNAT,Conatus Pharmaceuticals Inc.,2.07,$68.61M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat,,,
CNCE,"Concert Pharmaceuticals, Inc.",14.84,$347.69M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce,,,
BBCP,"Concrete Pumping Holdings, Inc. ",7.28,$210.01M,2017,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbcp,,,
CDOR,"Condor Hospitality Trust, Inc.",8.47,$100.68M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,,,
CFMS,"ConforMIS, Inc.",0.89,$58.11M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms,,,
CNFR,"Conifer Holdings, Inc.",4.75,$40.86M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr,,,
CNFRL,"Conifer Holdings, Inc.",24,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl,,,
CNMD,CONMED Corporation,71.18,$2B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,,,
CTWS,"Connecticut Water Service, Inc.",68.2,$821.79M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws,,,
CNOB,"ConnectOne Bancorp, Inc.",20.96,$739.32M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob,,,
CONN,"Conn&#39;s, Inc.",21.31,$676.12M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn,,,
CNSL,"Consolidated Communications Holdings, Inc.",10.74,$765.23M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl,,,
CWCO,Consolidated Water Co. Ltd.,13,$194.54M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,,,
CNAC,Constellation Alpha Capital Corp.,10.3,$190.86M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac,,,
CNACR,Constellation Alpha Capital Corp.,0.14,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr,,,
CNACU,Constellation Alpha Capital Corp.,10.35,$191.79M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu,,,
CNACW,Constellation Alpha Capital Corp.,0.077,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw,,,
CNST,"Constellation Pharmaceuticals, Inc.",10.03,$258.62M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst,,,
ROAD,"Construction Partners, Inc.",11.07,$569.16M,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road,,,
CPSS,"Consumer Portfolio Services, Inc.",4.14,$93.52M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss,,,
CFRX,ContraFect Corporation,0.412,$32.72M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx,,,
CTRV,ContraVir Pharmaceuticals Inc.,0.2586,$4.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv,,,
CTRL,Control4 Corporation,18.07,$479.16M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl,,,
AWSM,Cool Holdings Inc.,2.37,$18.47M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm,,,
CPRT,"Copart, Inc.",53.26,$12.46B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,,,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",8.57,$490.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,,,
CORT,Corcept Therapeutics Incorporated,11.63,$1.34B,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort,,,
CORE,"Core-Mark Holding Company, Inc.",29.37,$1.34B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core,,,
CSOD,"Cornerstone OnDemand, Inc.",60.11,$3.52B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,,,
CORV,Correvio Pharma Corp.,3.67,$132.98M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv,,,
CRVL,CorVel Corp.,65.65,$1.22B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl,,,
CRVS,"Corvus Pharmaceuticals, Inc.",4.13,$120.94M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs,,,
CSGP,"CoStar Group, Inc.",405.27,$14.76B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,,,
COST,Costco Wholesale Corporation,211.9,$93.34B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,,,
CPAH,CounterPath Corporation,1.73,$10.29M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah,,,
ICBK,"County Bancorp, Inc.",17.79,$119.14M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk,,,
COUP,Coupa Software Incorporated,95.96,$5.7B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,,,
CVTI,"Covenant Transportation Group, Inc.",23.63,$433.52M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,,,
CVET,"Covetrus, Inc.",36.82,$4.09B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvet,,,
COWN,Cowen Inc.,15.94,$480.97M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,,,
COWNL,Cowen Inc.,24.84,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl,,,
COWNZ,Cowen Inc.,25.29,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz,,,
PMTS,CPI Card Group Inc.,3.21,$35.82M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts,,,
CPSH,CPS Technologies Corp.,1.3211,$17.44M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,,,
CRAI,"CRA International,Inc.",41.11,$333.04M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,,,
CBRL,"Cracker Barrel Old Country Store, Inc.",168.8,$4.06B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,,,
BREW,"Craft Brew Alliance, Inc.",16.55,$320.77M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew,,,
CRAY,Cray Inc,22.05,$900.45M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray,,,
CREX,"Creative Realities, Inc.",2.85,$8.44M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex,,,
CREXW,"Creative Realities, Inc.",0.55,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw,,,
CACC,Credit Acceptance Corporation,434.71,$8.25B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,,,
DGLD,Credit Suisse AG,44.16,$16.74M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,,,
DSLV,Credit Suisse AG,26.9599,$29.36M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv,,,
GLDI,Credit Suisse AG,8.74,$36.63M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,,,
SLVO,Credit Suisse AG,6.9878,$24.47M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo,,,
TVIX,Credit Suisse AG,34.87,$485.85M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix,,,
UGLD,Credit Suisse AG,100.61,$135.47M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,,,
USLV,Credit Suisse AG,76.04,$242.89M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv,,,
USOI,Credit Suisse AG,22.05,$4.41M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi,,,
VIIX,Credit Suisse AG,14.06,$41.75M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix,,,
ZIV,Credit Suisse AG,71.28,$106.06M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,,,
CREE,"Cree, Inc.",52.13,$5.38B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,,,
CRESY,Cresud S.A.C.I.F. y A.,13.47,$965.9M,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy,,,
CRNX,"Crinetics Pharmaceuticals, Inc.",24.86,$597.56M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx,,,
CRSP,CRISPR Therapeutics AG,31.64,$1.65B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,,,
CRTO,Criteo S.A.,25.66,$1.73B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto,,,
CROX,"Crocs, Inc.",27.09,$1.81B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,,,
CRON,Cronos Group Inc.,19.67,$3.52B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,,,
CCRN,"Cross Country Healthcare, Inc.",10.07,$365.04M,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn,,,
CRWS,"Crown Crafts, Inc.",5.59,$56.59M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,,,
CYRX,"CryoPort, Inc.",11.34,$342.92M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx,,,
CYRXW,"CryoPort, Inc.",7.7,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw,,,
CSGS,"CSG Systems International, Inc.",41.3,$1.37B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs,,,
CCLP,CSI Compressco LP,2.67,$119.74M,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp,,,
CSPI,CSP Inc.,9.5141,$38.24M,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi,,,
CSWI,"CSW Industrials, Inc.",55.61,$838.14M,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi,,,
CSX,CSX Corporation,71.12,$58.01B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,,,
CTIC,CTI BioPharma Corp.,0.9202,$53.36M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic,,,
CTIB,CTI Industries Corporation,2.83,$10.5M,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib,,,
CTRP,"Ctrip.com International, Ltd.",33.68,$18.21B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,,,
CUE,"Cue Biopharma, Inc.",5.27,$106.1M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue,,,
CUI,"CUI Global, Inc.",1.42,$40.54M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui,,,
CPIX,Cumberland Pharmaceuticals Inc.,5.84,$90.68M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix,,,
CMLS,Cumulus Media Inc.,14.6,$240.67M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls,,,
CRIS,"Curis, Inc.",1.08,$35.76M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris,,,
CUTR,"Cutera, Inc.",14.56,$202.44M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr,,,
CVBF,CVB Financial Corporation,22.49,$3.16B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,,,
CVV,CVD Equipment Corporation,4.68,$30.46M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv,,,
CYAN,Cyanotech Corporation,3.1435,$18.35M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan,,,
CYBR,CyberArk Software Ltd.,87.48,$3.11B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,,,
CYBE,CyberOptics Corporation,21.96,$155.44M,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe,,,
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.825,$10.31M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc,,,
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5.4,$1.81M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp,,,
CBAY,CymaBay Therapeutics Inc.,9.48,$563.48M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay,,,
CY,Cypress Semiconductor Corporation,15.6,$5.65B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,,,
CYRN,CYREN Ltd.,2.6,$139.71M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn,,,
CONE,CyrusOne Inc,54.44,$5.76B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,,,
CYTK,"Cytokinetics, Incorporated",7.58,$414.71M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk,,,
CTMX,"CytomX Therapeutics, Inc.",19.07,$858.29M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx,,,
CYTX,Cytori Therapeutics Inc.,0.265,$3.5M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx,,,
CYTXZ,Cytori Therapeutics Inc.,0.006,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz,,,
CTSO,Cytosorbents Corporation,8.28,$262.08M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso,,,
CYTR,CytRx Corporation,0.6,$20.18M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr,,,
DJCO,Daily Journal Corp. (S.C.),218.82,$302.13M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco,,,
DAKT,"Daktronics, Inc.",7.89,$353.95M,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt,,,
DARE,"Dare Bioscience, Inc.",0.8392,$9.59M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare,,,
DRIO,DarioHealth Corp.,0.72,$26.32M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,,,
DRIOW,DarioHealth Corp.,0.0932,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow,,,
DZSI,"DASAN Zhone Solutions, Inc.",13.57,$224.93M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,,,
DSKE,"Daseke, Inc.",4.45,$286.82M,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske,,,
DSKEW,"Daseke, Inc.",0.2931,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew,,,
